rental_id,rental_date,return_date,first_name,last_name,district,postal_code,city,country,amount
8337,"2005-07-29 04:31:55","2005-08-02 02:38:55",darlene,rose,pyongyang-si,53502,pyongyang,"north korea",0.99
8347,"2005-07-29 04:49:25","2005-07-31 00:57:25",darlene,rose,pyongyang-si,53502,pyongyang,"north korea",0.99
8576,"2005-07-29 11:55:01","2005-08-03 08:41:01",darlene,rose,pyongyang-si,53502,pyongyang,"north korea",4.99
8707,"2005-07-29 17:21:58","2005-08-02 14:47:58",darlene,rose,pyongyang-si,53502,pyongyang,"north korea",0.99
8827,"2005-07-29 22:31:24","2005-08-06 21:05:24",darlene,rose,pyongyang-si,53502,pyongyang,"north korea",4.99
9237,"2005-07-30 13:48:17","2005-07-31 13:57:17",darlene,rose,pyongyang-si,53502,pyongyang,"north korea",2.99
9264,"2005-07-30 14:51:36","2005-08-02 10:06:36",darlene,rose,pyongyang-si,53502,pyongyang,"north korea",4.99
9958,"2005-07-31 16:03:56","2005-08-04 15:21:56",darlene,rose,pyongyang-si,53502,pyongyang,"north korea",2.99
10203,"2005-08-01 00:45:27","2005-08-04 22:45:27",darlene,rose,pyongyang-si,53502,pyongyang,"north korea",4.99
11249,"2005-08-02 13:35:40","2005-08-07 11:22:40",darlene,rose,pyongyang-si,53502,pyongyang,"north korea",4.99
11335,"2005-08-02 16:57:37","2005-08-09 19:43:37",darlene,rose,pyongyang-si,53502,pyongyang,"north korea",4.99
12213,"2005-08-18 02:33:55","2005-08-24 03:14:55",darlene,rose,pyongyang-si,53502,pyongyang,"north korea",5.99
12464,"2005-08-18 11:33:34","2005-08-27 14:33:34",darlene,rose,pyongyang-si,53502,pyongyang,"north korea",6.99
12916,"2005-08-19 04:27:05","2005-08-21 02:33:05",darlene,rose,pyongyang-si,53502,pyongyang,"north korea",0.99
13097,"2005-08-19 10:50:43","2005-08-24 11:10:43",darlene,rose,pyongyang-si,53502,pyongyang,"north korea",4.99
13214,"2005-08-19 15:31:06","2005-08-20 19:58:06",darlene,rose,pyongyang-si,53502,pyongyang,"north korea",4.99
13481,"2005-08-20 01:11:12","2005-08-26 23:07:12",darlene,rose,pyongyang-si,53502,pyongyang,"north korea",6.99
13728,"2005-08-20 10:11:07","2005-08-23 10:32:07",darlene,rose,pyongyang-si,53502,pyongyang,"north korea",2.99
14974,"2005-08-22 07:04:25","2005-08-27 12:39:25",darlene,rose,pyongyang-si,53502,pyongyang,"north korea",4.99
245,"2005-05-26 13:46:59","2005-05-27 09:58:59",veronica,stone,"north carolina",66639,greensboro,"united states",4.99
293,"2005-05-26 20:27:02","2005-06-03 16:45:02",veronica,stone,"north carolina",66639,greensboro,"united states",5.99
1380,"2005-06-15 15:13:10","2005-06-18 12:42:10",veronica,stone,"north carolina",66639,greensboro,"united states",0.99
1790,"2005-06-16 19:58:40","2005-06-17 19:31:40",veronica,stone,"north carolina",66639,greensboro,"united states",4.99
2035,"2005-06-17 13:45:09","2005-06-26 15:30:09",veronica,stone,"north carolina",66639,greensboro,"united states",6.99
3203,"2005-06-21 00:34:56","2005-06-29 23:30:56",veronica,stone,"north carolina",66639,greensboro,"united states",8.99
4117,"2005-07-07 06:58:14","2005-07-16 05:28:14",veronica,stone,"north carolina",66639,greensboro,"united states",8.99
5672,"2005-07-10 08:19:38","2005-07-16 06:28:38",veronica,stone,"north carolina",66639,greensboro,"united states",2.99
5988,"2005-07-11 00:55:38","2005-07-13 21:36:38",veronica,stone,"north carolina",66639,greensboro,"united states",4.99
6416,"2005-07-11 23:29:14","2005-07-13 20:20:14",veronica,stone,"north carolina",66639,greensboro,"united states",2.99
6901,"2005-07-12 21:46:33","2005-07-16 21:36:33",veronica,stone,"north carolina",66639,greensboro,"united states",5.99
7159,"2005-07-27 07:24:00","2005-08-05 11:13:00",veronica,stone,"north carolina",66639,greensboro,"united states",2.99
7732,"2005-07-28 05:03:32","2005-07-29 10:20:32",veronica,stone,"north carolina",66639,greensboro,"united states",0.99
7952,"2005-07-28 13:23:49","2005-08-01 08:50:49",veronica,stone,"north carolina",66639,greensboro,"united states",2.99
8750,"2005-07-29 19:14:21","2005-07-31 17:22:21",veronica,stone,"north carolina",66639,greensboro,"united states",2.99
8957,"2005-07-30 03:34:10","2005-08-06 07:05:10",veronica,stone,"north carolina",66639,greensboro,"united states",1.99
9393,"2005-07-30 20:04:48","2005-08-02 15:52:48",veronica,stone,"north carolina",66639,greensboro,"united states",2.99
9713,"2005-07-31 08:13:28","2005-08-07 10:11:28",veronica,stone,"north carolina",66639,greensboro,"united states",1.99
9801,"2005-07-31 11:03:13","2005-08-04 10:55:13",veronica,stone,"north carolina",66639,greensboro,"united states",2.99
11077,"2005-08-02 07:26:43","2005-08-09 10:34:43",veronica,stone,"north carolina",66639,greensboro,"united states",4.99
11103,"2005-08-02 08:09:54","2005-08-07 12:05:54",veronica,stone,"north carolina",66639,greensboro,"united states",6.99
11272,"2005-08-02 14:20:27","2005-08-07 12:24:27",veronica,stone,"north carolina",66639,greensboro,"united states",0.99
11420,"2005-08-02 19:47:56","2005-08-05 21:48:56",veronica,stone,"north carolina",66639,greensboro,"united states",2.99
12070,"2005-08-17 21:46:47","2005-08-22 22:59:47",veronica,stone,"north carolina",66639,greensboro,"united states",1.99
12421,"2005-08-18 10:04:06","2005-08-24 08:45:06",veronica,stone,"north carolina",66639,greensboro,"united states",5.99
13212,"2005-08-19 15:24:07","2005-08-24 21:03:07",veronica,stone,"north carolina",66639,greensboro,"united states",1.99
13854,"2005-08-20 14:48:42","2005-08-21 14:55:42",veronica,stone,"north carolina",66639,greensboro,"united states",2.99
13926,"2005-08-20 17:09:27","2005-08-28 13:42:27",veronica,stone,"north carolina",66639,greensboro,"united states",2.99
14028,"2005-08-20 21:23:03","2005-08-25 17:29:03",veronica,stone,"north carolina",66639,greensboro,"united states",0.99
15763,"2005-08-23 13:02:59","2005-08-24 17:45:59",veronica,stone,"north carolina",66639,greensboro,"united states",2.99
15796,"2005-08-23 14:12:22","2005-08-28 17:03:22",veronica,stone,"north carolina",66639,greensboro,"united states",5.99
15802,"2005-08-23 14:26:51","2005-08-29 16:28:51",veronica,stone,"north carolina",66639,greensboro,"united states",5.99
475,"2005-05-27 22:16:26","2005-05-28 19:58:26",jill,hawkins,"north austria",81037,linz,austria,2.99
549,"2005-05-28 07:35:37","2005-06-02 09:08:37",jill,hawkins,"north austria",81037,linz,austria,1.99
598,"2005-05-28 14:04:50","2005-06-03 18:00:50",jill,hawkins,"north austria",81037,linz,austria,0.99
832,"2005-05-29 22:51:20","2005-06-07 17:37:20",jill,hawkins,"north austria",81037,linz,austria,3.99
1695,"2005-06-16 12:40:28","2005-06-22 13:41:28",jill,hawkins,"north austria",81037,linz,austria,0.99
2572,"2005-06-19 04:21:26","2005-06-23 09:22:26",jill,hawkins,"north austria",81037,linz,austria,0.99
3914,"2005-07-06 20:11:10","2005-07-14 14:42:10",jill,hawkins,"north austria",81037,linz,austria,5.99
4273,"2005-07-07 14:40:22","2005-07-13 09:58:22",jill,hawkins,"north austria",81037,linz,austria,4.99
5656,"2005-07-10 07:31:07","2005-07-15 04:44:07",jill,hawkins,"north austria",81037,linz,austria,0.99
6885,"2005-07-12 20:56:04","2005-07-15 19:21:04",jill,hawkins,"north austria",81037,linz,austria,4.99
8212,"2005-07-28 23:37:23","2005-08-04 04:33:23",jill,hawkins,"north austria",81037,linz,austria,2.99
8470,"2005-07-29 08:28:50","2005-07-30 13:40:50",jill,hawkins,"north austria",81037,linz,austria,0.99
9022,"2005-07-30 05:34:45","2005-08-03 23:57:45",jill,hawkins,"north austria",81037,linz,austria,3.99
9132,"2005-07-30 09:56:00","2005-08-02 09:22:00",jill,hawkins,"north austria",81037,linz,austria,0.99
9559,"2005-07-31 02:15:53","2005-08-08 02:38:53",jill,hawkins,"north austria",81037,linz,austria,7.99
9917,"2005-07-31 14:55:11","2005-08-02 13:58:11",jill,hawkins,"north austria",81037,linz,austria,4.99
11225,"2005-08-02 12:43:27","2005-08-04 18:41:27",jill,hawkins,"north austria",81037,linz,austria,4.99
13270,"2005-08-19 17:41:16","2005-08-23 20:22:16",jill,hawkins,"north austria",81037,linz,austria,1.99
13933,"2005-08-20 17:17:07","2005-08-22 18:10:07",jill,hawkins,"north austria",81037,linz,austria,0.99
14575,"2005-08-21 16:51:34","2005-08-30 20:13:34",jill,hawkins,"north austria",81037,linz,austria,8.99
15197,"2005-08-22 16:14:25","2005-08-26 16:22:25",jill,hawkins,"north austria",81037,linz,austria,0.99
2314,"2005-06-18 09:03:19","2005-06-19 12:14:19",erin,dunn,moskova,81511,ljubertsy,"russian federation",4.99
2465,"2005-06-18 20:07:02","2005-06-25 20:55:02",erin,dunn,moskova,81511,ljubertsy,"russian federation",2.99
2873,"2005-06-20 00:41:25","2005-06-25 02:06:25",erin,dunn,moskova,81511,ljubertsy,"russian federation",2.99
4842,"2005-07-08 18:21:30","2005-07-10 22:25:30",erin,dunn,moskova,81511,ljubertsy,"russian federation",0.99
4908,"2005-07-08 21:05:44","2005-07-17 21:33:44",erin,dunn,moskova,81511,ljubertsy,"russian federation",5.99
6364,"2005-07-11 21:14:48","2005-07-20 23:20:48",erin,dunn,moskova,81511,ljubertsy,"russian federation",6.99
6448,"2005-07-12 00:45:59","2005-07-17 00:34:59",erin,dunn,moskova,81511,ljubertsy,"russian federation",1.99
7500,"2005-07-27 20:16:03","2005-07-29 18:50:03",erin,dunn,moskova,81511,ljubertsy,"russian federation",0.99
8184,"2005-07-28 22:22:35","2005-07-31 19:30:35",erin,dunn,moskova,81511,ljubertsy,"russian federation",4.99
9681,"2005-07-31 06:42:09","2005-08-06 08:21:09",erin,dunn,moskova,81511,ljubertsy,"russian federation",0.99
9758,"2005-07-31 09:25:38","2005-08-03 14:16:38",erin,dunn,moskova,81511,ljubertsy,"russian federation",2.99
10089,"2005-07-31 20:17:09","2005-08-01 19:14:09",erin,dunn,moskova,81511,ljubertsy,"russian federation",2.99
10305,"2005-08-01 04:16:16","2005-08-07 23:47:16",erin,dunn,moskova,81511,ljubertsy,"russian federation",2.99
10788,"2005-08-01 21:37:10","2005-08-03 01:33:10",erin,dunn,moskova,81511,ljubertsy,"russian federation",0.99
10958,"2005-08-02 03:37:13","2005-08-04 23:28:13",erin,dunn,moskova,81511,ljubertsy,"russian federation",4.99
10979,"2005-08-02 04:16:37","2005-08-06 00:01:37",erin,dunn,moskova,81511,ljubertsy,"russian federation",5.99
11154,"2005-08-02 09:54:50","2005-08-06 14:48:50",erin,dunn,moskova,81511,ljubertsy,"russian federation",2.99
11803,"2005-08-17 11:42:08","2005-08-22 07:45:08",erin,dunn,moskova,81511,ljubertsy,"russian federation",2.99
11888,"2005-08-17 15:04:05","2005-08-25 18:52:05",erin,dunn,moskova,81511,ljubertsy,"russian federation",7.99
12334,"2005-08-18 06:52:36","2005-08-25 12:06:36",erin,dunn,moskova,81511,ljubertsy,"russian federation",2.99
12435,"2005-08-18 10:38:31","2005-08-26 15:18:31",erin,dunn,moskova,81511,ljubertsy,"russian federation",7.99
13093,"2005-08-19 10:46:16","2005-08-26 08:05:16",erin,dunn,moskova,81511,ljubertsy,"russian federation",6.99
14868,"2005-08-22 03:15:01","2005-08-25 01:24:01",erin,dunn,moskova,81511,ljubertsy,"russian federation",4.99
15112,"2005-08-22 12:21:49","2005-08-27 11:03:49",erin,dunn,moskova,81511,ljubertsy,"russian federation",2.99
15642,"2005-08-23 08:09:11","2005-08-28 05:57:11",erin,dunn,moskova,81511,ljubertsy,"russian federation",2.99
15962,"2005-08-23 19:42:04","2005-08-25 23:53:04",erin,dunn,moskova,81511,ljubertsy,"russian federation",4.99
16027,"2005-08-23 21:49:33","2005-08-30 16:19:33",erin,dunn,moskova,81511,ljubertsy,"russian federation",3.99
428,"2005-05-27 16:10:58","2005-05-31 17:24:58",geraldine,perkins,"tel aviv",44660,"tel aviv-jaffa",israel,2.99
477,"2005-05-27 22:33:33","2005-06-02 18:35:33",geraldine,perkins,"tel aviv",44660,"tel aviv-jaffa",israel,3.99
520,"2005-05-28 03:27:37","2005-06-04 05:47:37",geraldine,perkins,"tel aviv",44660,"tel aviv-jaffa",israel,5.99
539,"2005-05-28 06:26:16","2005-05-30 02:02:16",geraldine,perkins,"tel aviv",44660,"tel aviv-jaffa",israel,0.99
612,"2005-05-28 15:24:54","2005-05-30 14:22:54",geraldine,perkins,"tel aviv",44660,"tel aviv-jaffa",israel,2.99
1003,"2005-05-31 00:48:20","2005-06-02 04:53:20",geraldine,perkins,"tel aviv",44660,"tel aviv-jaffa",israel,0.99
1856,"2005-06-17 01:02:00","2005-06-19 21:29:00",geraldine,perkins,"tel aviv",44660,"tel aviv-jaffa",israel,2.99
3075,"2005-06-20 14:52:19","2005-06-28 18:48:19",geraldine,perkins,"tel aviv",44660,"tel aviv-jaffa",israel,3.99
3948,"2005-07-06 21:45:53","2005-07-08 19:24:53",geraldine,perkins,"tel aviv",44660,"tel aviv-jaffa",israel,4.99
4187,"2005-07-07 10:41:31","2005-07-11 06:25:31",geraldine,perkins,"tel aviv",44660,"tel aviv-jaffa",israel,0.99
4248,"2005-07-07 13:59:20","2005-07-14 15:18:20",geraldine,perkins,"tel aviv",44660,"tel aviv-jaffa",israel,6.99
4490,"2005-07-08 01:26:32","2005-07-09 01:13:32",geraldine,perkins,"tel aviv",44660,"tel aviv-jaffa",israel,2.99
5349,"2005-07-09 17:35:35","2005-07-18 14:05:35",geraldine,perkins,"tel aviv",44660,"tel aviv-jaffa",israel,6.99
6873,"2005-07-12 20:20:50","2005-07-17 01:51:50",geraldine,perkins,"tel aviv",44660,"tel aviv-jaffa",israel,4.99
7003,"2005-07-27 01:32:06","2005-07-30 21:33:06",geraldine,perkins,"tel aviv",44660,"tel aviv-jaffa",israel,2.99
8774,"2005-07-29 20:05:04","2005-07-31 14:32:04",geraldine,perkins,"tel aviv",44660,"tel aviv-jaffa",israel,4.99
9135,"2005-07-30 10:06:53","2005-08-03 13:57:53",geraldine,perkins,"tel aviv",44660,"tel aviv-jaffa",israel,4.99
9421,"2005-07-30 21:08:32","2005-08-02 00:43:32",geraldine,perkins,"tel aviv",44660,"tel aviv-jaffa",israel,0.99
10241,"2005-08-01 02:12:25","2005-08-08 00:37:25",geraldine,perkins,"tel aviv",44660,"tel aviv-jaffa",israel,5.99
10355,"2005-08-01 05:47:37","2005-08-02 09:28:37",geraldine,perkins,"tel aviv",44660,"tel aviv-jaffa",israel,0.99
10637,"2005-08-01 15:44:09","2005-08-04 14:42:09",geraldine,perkins,"tel aviv",44660,"tel aviv-jaffa",israel,2.99
10863,"2005-08-02 00:18:07","2005-08-10 06:16:07",geraldine,perkins,"tel aviv",44660,"tel aviv-jaffa",israel,6.99
10939,"2005-08-02 03:06:20","2005-08-04 01:22:20",geraldine,perkins,"tel aviv",44660,"tel aviv-jaffa",israel,0.99
11838,"2005-08-17 13:06:00","2005-08-20 11:44:00",geraldine,perkins,"tel aviv",44660,"tel aviv-jaffa",israel,2.99
14150,"2005-08-21 02:23:03","2005-08-25 22:50:03",geraldine,perkins,"tel aviv",44660,"tel aviv-jaffa",israel,0.99
14370,"2005-08-21 09:35:14","2005-08-27 05:21:14",geraldine,perkins,"tel aviv",44660,"tel aviv-jaffa",israel,7.99
15000,"2005-08-22 07:54:58","2005-08-24 12:46:58",geraldine,perkins,"tel aviv",44660,"tel aviv-jaffa",israel,0.99
15045,"2005-08-22 09:53:23","2005-08-26 10:09:23",geraldine,perkins,"tel aviv",44660,"tel aviv-jaffa",israel,5.99
15150,"2005-08-22 14:12:05","2005-08-27 12:47:05",geraldine,perkins,"tel aviv",44660,"tel aviv-jaffa",israel,2.99
15420,"2005-08-22 23:55:51","2005-08-31 20:09:51",geraldine,perkins,"tel aviv",44660,"tel aviv-jaffa",israel,5.99
285,"2005-05-26 19:41:40","2005-05-31 16:58:40",lauren,hudson,"pays de la loire",22853,"le mans",france,1.99
501,"2005-05-28 01:09:36","2005-05-30 06:14:36",lauren,hudson,"pays de la loire",22853,"le mans",france,4.99
688,"2005-05-29 00:45:24","2005-06-02 01:30:24",lauren,hudson,"pays de la loire",22853,"le mans",france,4.99
1339,"2005-06-15 12:21:56","2005-06-19 07:46:56",lauren,hudson,"pays de la loire",22853,"le mans",france,4.99
2366,"2005-06-18 13:46:39","2005-06-23 18:49:39",lauren,hudson,"pays de la loire",22853,"le mans",france,0.99
2547,"2005-06-19 02:44:17","2005-06-24 08:01:17",lauren,hudson,"pays de la loire",22853,"le mans",france,4.99
3040,"2005-06-20 12:34:13","2005-06-21 12:33:13",lauren,hudson,"pays de la loire",22853,"le mans",france,0.99
3180,"2005-06-20 22:48:44","2005-06-21 21:25:44",lauren,hudson,"pays de la loire",22853,"le mans",france,0.99
4982,"2005-07-09 00:30:52","2005-07-15 23:50:52",lauren,hudson,"pays de la loire",22853,"le mans",france,2.99
8478,"2005-07-29 08:40:36","2005-08-01 10:23:36",lauren,hudson,"pays de la loire",22853,"le mans",france,4.99
8582,"2005-07-29 12:03:27","2005-08-03 07:02:27",lauren,hudson,"pays de la loire",22853,"le mans",france,4.99
9167,"2005-07-30 11:30:37","2005-08-08 17:13:37",lauren,hudson,"pays de la loire",22853,"le mans",france,4.99
9726,"2005-07-31 08:37:07","2005-08-09 06:09:07",lauren,hudson,"pays de la loire",22853,"le mans",france,7.99
9775,"2005-07-31 10:00:00","2005-08-01 08:57:00",lauren,hudson,"pays de la loire",22853,"le mans",france,0.99
10093,"2005-07-31 20:30:32","2005-08-04 00:04:32",lauren,hudson,"pays de la loire",22853,"le mans",france,5.99
11012,"2005-08-02 05:09:42","2005-08-05 07:22:42",lauren,hudson,"pays de la loire",22853,"le mans",france,0.99
13288,"2005-08-19 18:30:10","2005-08-20 19:20:10",lauren,hudson,"pays de la loire",22853,"le mans",france,4.99
14301,"2005-08-21 07:19:48","2005-08-28 02:06:48",lauren,hudson,"pays de la loire",22853,"le mans",france,1.99
15332,"2005-08-22 20:41:53","2005-08-24 01:45:53",lauren,hudson,"pays de la loire",22853,"le mans",france,4.99
1265,"2005-06-15 07:00:50","2005-06-19 12:27:50",cathy,spencer,gifu,57844,kakamigahara,japan,4.99
2000,"2005-06-17 11:32:30","2005-06-22 13:37:30",cathy,spencer,gifu,57844,kakamigahara,japan,2.99
2110,"2005-06-17 19:45:49","2005-06-26 18:59:49",cathy,spencer,gifu,57844,kakamigahara,japan,7.99
2536,"2005-06-19 01:41:34","2005-06-27 03:11:34",cathy,spencer,gifu,57844,kakamigahara,japan,5.99
2994,"2005-06-20 09:17:05","2005-06-29 04:41:05",cathy,spencer,gifu,57844,kakamigahara,japan,6.99
3179,"2005-06-20 22:37:59","2005-06-26 22:26:59",cathy,spencer,gifu,57844,kakamigahara,japan,0.99
3915,"2005-07-06 20:16:46","2005-07-10 17:24:46",cathy,spencer,gifu,57844,kakamigahara,japan,3.99
4126,"2005-07-07 07:24:11","2005-07-15 07:31:11",cathy,spencer,gifu,57844,kakamigahara,japan,1.99
5549,"2005-07-10 02:58:29","2005-07-17 05:24:29",cathy,spencer,gifu,57844,kakamigahara,japan,4.99
5574,"2005-07-10 03:54:38","2005-07-19 07:20:38",cathy,spencer,gifu,57844,kakamigahara,japan,10.99
6109,"2005-07-11 07:20:57","2005-07-13 07:29:57",cathy,spencer,gifu,57844,kakamigahara,japan,0.99
6831,"2005-07-12 18:44:04","2005-07-16 21:39:04",cathy,spencer,gifu,57844,kakamigahara,japan,1.99
7303,"2005-07-27 12:54:39","2005-07-31 09:26:39",cathy,spencer,gifu,57844,kakamigahara,japan,1.99
7403,"2005-07-27 16:22:09","2005-08-01 15:32:09",cathy,spencer,gifu,57844,kakamigahara,japan,2.99
8040,"2005-07-28 16:39:43","2005-08-02 20:00:43",cathy,spencer,gifu,57844,kakamigahara,japan,0.99
8063,"2005-07-28 17:15:11","2005-08-04 16:45:11",cathy,spencer,gifu,57844,kakamigahara,japan,4.99
8403,"2005-07-29 06:26:39","2005-08-02 05:37:39",cathy,spencer,gifu,57844,kakamigahara,japan,4.99
10245,"2005-08-01 02:24:09","2005-08-02 02:31:09",cathy,spencer,gifu,57844,kakamigahara,japan,0.99
11623,"2005-08-17 04:15:47","2005-08-19 04:11:47",cathy,spencer,gifu,57844,kakamigahara,japan,2.99
11940,"2005-08-17 16:56:28","2005-08-18 15:09:28",cathy,spencer,gifu,57844,kakamigahara,japan,4.99
12154,"2005-08-18 00:23:56","2005-08-21 00:31:56",cathy,spencer,gifu,57844,kakamigahara,japan,2.99
12973,"2005-08-19 06:48:11","2005-08-22 07:18:11",cathy,spencer,gifu,57844,kakamigahara,japan,2.99
13543,"2005-08-20 03:43:13","2005-08-29 07:14:13",cathy,spencer,gifu,57844,kakamigahara,japan,7.99
14275,"2005-08-21 06:30:30","2005-08-25 12:28:30",cathy,spencer,gifu,57844,kakamigahara,japan,4.99
14427,"2005-08-21 11:26:06","2005-08-27 10:39:06",cathy,spencer,gifu,57844,kakamigahara,japan,5.99
15520,"2005-08-23 03:30:45","2005-09-01 00:20:45",cathy,spencer,gifu,57844,kakamigahara,japan,8.99
15847,"2005-08-23 15:39:38","2005-08-24 11:46:38",cathy,spencer,gifu,57844,kakamigahara,japan,0.99
1011,"2005-05-31 02:05:39","2005-06-04 21:27:39",joann,gardner,adana,3313,tarsus,turkey,1.99
1713,"2005-06-16 14:28:33","2005-06-18 09:02:33",joann,gardner,adana,3313,tarsus,turkey,4.99
2589,"2005-06-19 05:21:27","2005-06-21 09:55:27",joann,gardner,adana,3313,tarsus,turkey,2.99
3082,"2005-06-20 15:32:11","2005-06-28 13:08:11",joann,gardner,adana,3313,tarsus,turkey,8.99
4548,"2005-07-08 04:21:54","2005-07-14 23:16:54",joann,gardner,adana,3313,tarsus,turkey,4.99
5895,"2005-07-10 20:13:19","2005-07-17 17:51:19",joann,gardner,adana,3313,tarsus,turkey,3.99
6393,"2005-07-11 22:28:12","2005-07-14 18:03:12",joann,gardner,adana,3313,tarsus,turkey,0.99
6558,"2005-07-12 05:16:07","2005-07-13 05:32:07",joann,gardner,adana,3313,tarsus,turkey,2.99
6637,"2005-07-12 09:57:39","2005-07-19 08:40:39",joann,gardner,adana,3313,tarsus,turkey,4.99
6702,"2005-07-12 12:48:03","2005-07-13 11:55:03",joann,gardner,adana,3313,tarsus,turkey,0.99
6980,"2005-07-27 00:50:30","2005-08-03 23:35:30",joann,gardner,adana,3313,tarsus,turkey,3.99
7227,"2005-07-27 09:53:43","2005-08-05 09:36:43",joann,gardner,adana,3313,tarsus,turkey,6.99
8135,"2005-07-28 20:03:25","2005-08-03 01:28:25",joann,gardner,adana,3313,tarsus,turkey,3.99
8824,"2005-07-29 22:22:58","2005-07-31 21:02:58",joann,gardner,adana,3313,tarsus,turkey,4.99
11175,"2005-08-02 10:38:47","2005-08-07 07:11:47",joann,gardner,adana,3313,tarsus,turkey,2.99
13453,"2005-08-20 00:30:51","2005-08-28 18:43:51",joann,gardner,adana,3313,tarsus,turkey,5.99
338,"2005-05-27 03:42:52","2005-06-01 05:23:52",lorraine,stephens,xinxiang,62250,hami,china,4.99
2013,"2005-06-17 12:03:01","2005-06-24 10:04:01",lorraine,stephens,xinxiang,62250,hami,china,3.99
3195,"2005-06-21 00:02:10","2005-06-21 23:11:10",lorraine,stephens,xinxiang,62250,hami,china,2.99
3531,"2005-07-06 01:24:08","2005-07-11 22:00:08",lorraine,stephens,xinxiang,62250,hami,china,4.99
3784,"2005-07-06 13:57:56","2005-07-14 17:24:56",lorraine,stephens,xinxiang,62250,hami,china,5.99
4304,"2005-07-07 17:01:19","2005-07-12 22:47:19",lorraine,stephens,xinxiang,62250,hami,china,0.99
4945,"2005-07-08 22:45:02","2005-07-11 23:59:02",lorraine,stephens,xinxiang,62250,hami,china,2.99
5472,"2005-07-09 23:16:40","2005-07-10 18:43:40",lorraine,stephens,xinxiang,62250,hami,china,4.99
5658,"2005-07-10 07:34:08","2005-07-19 04:21:08",lorraine,stephens,xinxiang,62250,hami,china,4.99
5901,"2005-07-10 20:22:12","2005-07-19 16:43:12",lorraine,stephens,xinxiang,62250,hami,china,6.99
5973,"2005-07-11 00:09:17","2005-07-14 19:18:17",lorraine,stephens,xinxiang,62250,hami,china,0.99
7074,"2005-07-27 04:06:24","2005-07-28 02:04:24",lorraine,stephens,xinxiang,62250,hami,china,2.99
8608,"2005-07-29 13:18:52","2005-07-30 19:01:52",lorraine,stephens,xinxiang,62250,hami,china,0.99
9182,"2005-07-30 12:06:58","2005-08-08 11:33:58",lorraine,stephens,xinxiang,62250,hami,china,7.99
9685,"2005-07-31 06:49:18","2005-08-04 03:19:18",lorraine,stephens,xinxiang,62250,hami,china,4.99
10565,"2005-08-01 13:08:27","2005-08-02 10:30:27",lorraine,stephens,xinxiang,62250,hami,china,4.99
11484,"2005-08-02 22:28:23","2005-08-04 20:51:23",lorraine,stephens,xinxiang,62250,hami,china,2.99
12643,"2005-08-18 18:21:06","2005-08-24 14:26:06",lorraine,stephens,xinxiang,62250,hami,china,4.99
15007,"2005-08-22 08:21:21","2005-08-27 04:44:21",lorraine,stephens,xinxiang,62250,hami,china,1.99
15801,"2005-08-23 14:26:04","2005-08-28 15:04:04",lorraine,stephens,xinxiang,62250,hami,china,3.99
15834,"2005-08-23 15:23:50","2005-09-01 19:31:50",lorraine,stephens,xinxiang,62250,hami,china,5.99
662,"2005-05-28 21:09:31","2005-06-01 19:00:31",lynn,payne,lilongwe,76901,lilongwe,malawi,1.99
1412,"2005-06-15 17:09:48","2005-06-18 17:05:48",lynn,payne,lilongwe,76901,lilongwe,malawi,2.99
2211,"2005-06-18 02:29:10","2005-06-22 02:02:10",lynn,payne,lilongwe,76901,lilongwe,malawi,3.99
2874,"2005-06-20 00:42:26","2005-06-28 01:37:26",lynn,payne,lilongwe,76901,lilongwe,malawi,5.99
3085,"2005-06-20 15:42:33","2005-06-21 16:51:33",lynn,payne,lilongwe,76901,lilongwe,malawi,0.99
3606,"2005-07-06 05:28:02","2005-07-10 04:51:02",lynn,payne,lilongwe,76901,lilongwe,malawi,2.99
3642,"2005-07-06 07:18:20","2005-07-09 01:37:20",lynn,payne,lilongwe,76901,lilongwe,malawi,2.99
4389,"2005-07-07 20:58:58","2005-07-13 19:57:58",lynn,payne,lilongwe,76901,lilongwe,malawi,6.99
4658,"2005-07-08 09:51:11","2005-07-10 12:30:11",lynn,payne,lilongwe,76901,lilongwe,malawi,0.99
5184,"2005-07-09 10:14:34","2005-07-14 16:05:34",lynn,payne,lilongwe,76901,lilongwe,malawi,4.99
5380,"2005-07-09 19:08:44","2005-07-11 20:09:44",lynn,payne,lilongwe,76901,lilongwe,malawi,4.99
5646,"2005-07-10 07:08:09","2005-07-14 03:48:09",lynn,payne,lilongwe,76901,lilongwe,malawi,2.99
5855,"2005-07-10 17:54:06","2005-07-18 15:41:06",lynn,payne,lilongwe,76901,lilongwe,malawi,7.99
6237,"2005-07-11 14:19:12","2005-07-15 15:05:12",lynn,payne,lilongwe,76901,lilongwe,malawi,0.99
6882,"2005-07-12 20:50:39","2005-07-14 21:01:39",lynn,payne,lilongwe,76901,lilongwe,malawi,2.99
7581,"2005-07-27 23:14:35","2005-07-29 21:30:35",lynn,payne,lilongwe,76901,lilongwe,malawi,2.99
8052,"2005-07-28 16:57:31","2005-08-03 18:03:31",lynn,payne,lilongwe,76901,lilongwe,malawi,5.99
9009,"2005-07-30 05:12:01","2005-08-07 10:58:01",lynn,payne,lilongwe,76901,lilongwe,malawi,8.99
10422,"2005-08-01 08:17:11","2005-08-10 10:08:11",lynn,payne,lilongwe,76901,lilongwe,malawi,7.99
12683,"2005-08-18 19:50:43","2005-08-26 00:47:43",lynn,payne,lilongwe,76901,lilongwe,malawi,4.99
